N-gram,Frequency
"('tods', 'connection', 'issue', 'issue')",2
"('abended', 'due', 'duplicate', 'value')",2
"('warranty', 'support', 'liasing', 'ems/dev')",2
"('support', 'liasing', 'ems/dev', 'team')",2
"('abended', 'due', 'connection', 'issue')",2
"('connection', 'issue', 'job', 'restarted')",2
"('issue', 'job', 'restarted', '5')",2
"('job', 'restarted', '5', 'minutes')",2
"('restarted', '5', 'minutes', 'got')",2
"('5', 'minutes', 'got', 'completed')",2
"('minutes', 'got', 'completed', 'successfully')",2
"('scheduler', 'issue', 'job', 'triggered')",2
"('source', 'file', 'available', 'cancelled')",2
"('file', 'available', 'cancelled', 'job')",2
"('available', 'cancelled', 'job', 'todays')",2
"('cancelled', 'job', 'todays', 'run')",2
"('tods', 'session', 'issue', 'batch')",2
"('session', 'issue', 'batch', 'cancelled')",2
"('job', 'failed', 'due', 'login')",2
"('login', 'timeout', 'issue', 're-run')",2
"('timeout', 'issue', 're-run', 'job')",2
"('duplicate', 'issue', 'job', 'completed')",2
"('job', 'hold', 'data', 'received')",2
"('hold', 'data', 'received', 'source')",2
"('received', 'source', 'file', 'contains')",2
"('source', 'file', 'contains', 'duplicates.so')",2
"('file', 'contains', 'duplicates.so', 'staging')",2
"('contains', 'duplicates.so', 'staging', 'job')",2
"('duplicates.so', 'staging', 'job', 'got')",2
"('staging', 'job', 'got', 'failed')",2
"('job', 'got', 'failed', '.we')",2
"('got', 'failed', '.we', 'intimated')",2
"('failed', '.we', 'intimated', 'source')",2
"('.we', 'intimated', 'source', 'team')",2
"('intimated', 'source', 'team', 'duplicate')",2
"('source', 'team', 'duplicate', 'issue')",2
"('team', 'duplicate', 'issue', 'got')",2
"('duplicate', 'issue', 'got', 'corrected')",2
"('issue', 'got', 'corrected', 'file.we')",2
"('got', 'corrected', 'file.we', 'executed')",2
"('corrected', 'file.we', 'executed', 'job')",2
"('file.we', 'executed', 'job', 'successfully')",2
"('executed', 'job', 'successfully', 'corrected')",2
"('job', 'successfully', 'corrected', 'file')",2
"('team', 'corrected', 'file', 're-running')",2
"('corrected', 'file', 're-running', 'job')",2
"('issue', 'brj', 'scheduler', 'job')",2
"('brj', 'scheduler', 'job', 'run')",2
"('scheduler', 'job', 'run', 'manually')",2
"('tbload', 'issue', 'job', 're-executed')",2
"('issue', 'job', 're-executed', 'issue')",2
"('job', 're-executed', 'issue', 'fixed')",2
"('job', 're-run', 'deleting', 'duplicates')",2
"('re-run', 'deleting', 'duplicates', 'completed')",2
"('deleting', 'duplicates', 'completed', 'successfully')",2
"('killed', 'cancelled', 'day', ""'s"")",2
"('duplicate', 'data', 'issue', 'liaising')",2
"('data', 'issue', 'liaising', 'development')",2
"('issue', 'liaising', 'development', 'team')",2
"('liaising', 'development', 'team', 'warranty')",2
"('development', 'team', 'warranty', 'support')",2
"('duplicates', 'customer', 'source', 'file')",2
"('customer', 'source', 'file', 'source')",2
"('corrected', 'file', 'job', 'processed')",2
"('file', 'job', 'processed', 'successfully')",2
"('abended', 'due', 'source', 'connection')",2
"('due', 'source', 'connection', 'issue')",2
"('source', 'connection', 'issue', 'issue')",2
"('still', 'active', 'manually', 'closed')",2
"('issue', 'issue', 'fixed', 'nad')",2
"('issue', 'fixed', 'nad', 'job')",2
"('fixed', 'nad', 'job', 're-started')",2
"('due', 'td', 'outage', 'run')",2
"('removing', 'duplicates', 'source', 'file')",2
"('triggered', 'backend', 'console', 'failed')",2
"('backend', 'console', 'failed', 'brj')",2
"('console', 'failed', 'brj', 're-running')",2
"('failed', 'brj', 're-running', 'job')",2
"('brj', 're-running', 'job', 'got')",2
"('file', 'available', 'rerun', 'files')",2
"('available', 'rerun', 'files', 'placed')",2
"('due', 'duplicate', 'issue', 're-processed')",2
"('unknown', 'exeception', 'occured', 're-run')",2
"('exeception', 'occured', 're-run', 'job')",2
"('occured', 're-run', 'job', 'brj')",2
"('failed', 'due', 'invalid', 'date')",2
"('job', 'wrongly', 'triggered', 'hence')",2
"('wrongly', 'triggered', 'hence', 'killed')",2
"('job', 'stream', 'kept', 'hold')",2
"('stream', 'kept', 'hold', '3')",2
"('kept', 'hold', '3', 'days')",2
"('hold', '3', 'days', 'hence')",2
"('3', 'days', 'hence', 'received')",2
"('days', 'hence', 'received', 'deadline')",2
"('issue', 'on-rerunning', 'job', 'got')",2
"('on-rerunning', 'job', 'got', 'completed')",2
"('issue', 'job', 'reprocessed', 'releasing')",2
"('job', 'reprocessed', 'releasing', 'tbload')",2
"('lock', 'issue', 'resolved', 'running')",2
"('issue', 'resolved', 'running', 'query')",2
"('resolved', 'running', 'query', 'manually')",2
"('due', 'duplicate', 'issue', 'isse')",2
"('duplicate', 'issue', 'isse', 'fixed')",2
"('issue', 'isse', 'fixed', 'job')",2
"('isse', 'fixed', 'job', 're-started')",2
"('got', 'failed', 'due', 'bad')",2
"('due', 'bad', 'character', 'issue')",2
"('bad', 'character', 'issue', 'issue')",2
"('character', 'issue', 'issue', 'fixed')",2
"('issue', 'job', 'completed', 'successfully')",2
"('batch', 'delayed', ""'s"", 'previous')",2
"('delayed', ""'s"", 'previous', 'schedule')",2
"(""'s"", 'previous', 'schedule', 'completion')",2
"('previous', 'schedule', 'completion', 'delayed')",2
"('schedule', 'completion', 'delayed', 'job')",2
"('completion', 'delayed', 'job', 'released')",2
"('delayed', 'job', 'released', 'got')",2
"('job', 'released', 'got', 'completed')",2
"('released', 'got', 'completed', 'successfully')",2
"('bi', 'batch', 'started', '4:15')",2
"('batch', 'started', '4:15', 'issues')",2
"('job', 'failed', 'start', 'tods')",2
"('failed', 'start', 'tods', 'console')",2
"('start', 'tods', 'console', 'job')",2
"('tods', 'console', 'job', 'executed')",2
"('console', 'job', 'executed', 'backend')",2
"('job', 'executed', 'backend', 'completion')",2
"('executed', 'backend', 'completion', 'job')",2
"('backend', 'completion', 'job', 'marked')",2
"('completion', 'job', 'marked', 'completed')",2
"('issue', 'job', 'rerun', 'data')",2
"('file', 'available', 'file', 'available')",2
"('available', 'file', 'available', 'job')",2
"('file', 'available', 'job', 'got')",2
"('available', 'job', 'got', 'completed')",2
"('abended', 'due', 'brj', 'tods')",2
"('due', 'brj', 'tods', 'server')",2
"('brj', 'tods', 'server', 'unlink')",2
"('tods', 'server', 'unlink', 'job')",2
"('server', 'unlink', 'job', 'restarted')",2
"('unlink', 'job', 'restarted', 'time')",2
"('login', 'time', 'successful', 'rerun')",2
"('job', 'abended', 'due', 'open')",2
"('abended', 'due', 'open', 'hub')",2
"('due', 'open', 'hub', 'connection')",2
"('open', 'hub', 'connection', 'issue')",2
"('hub', 'connection', 'issue', 'bw')",2
"('connection', 'issue', 'bw', 'source')",2
"('issue', 'bw', 'source', 'system')",2
"('bw', 'source', 'system', 'restarted')",2
"('source', 'system', 'restarted', 'connection')",2
"('system', 'restarted', 'connection', 'reset')",2
"('restarted', 'connection', 'reset', 'completed')",2
"('connection', 'reset', 'completed', 'successfully')",2
"('instance', 'active', 'manually', 'updated')",2
"('active', 'manually', 'updated', 'process')",2
"('manually', 'updated', 'process', 'state')",2
"('updated', 'process', 'state', 'restarted')",2
"('process', 'state', 'restarted', 'job')",2
"('state', 'restarted', 'job', 'completed')",2
"('job', 'failed', 'source', 'files')",2
"('database', 'connection', 'time', 'error')",2
"('connection', 'time', 'error', 'job')",2
"('time', 'error', 'job', 'restarted')",2
"('error', 'job', 'restarted', 'time')",2
"('duplicate', 'issue', 'removed', 'jon')",2
"('issue', 'removed', 'jon', 're-run')",2
"('removed', 'jon', 're-run', 'successfully')",2
"('job', 're-run', 'successfully', 'issue')",2
"('re-run', 'successfully', 'issue', 'resolved')",2
"('delayed', 'due', 'late', 'completion')",2
"('issue', 'job', 'reprocessed', 'adding')",2
"('job', 'reprocessed', 'adding', 'space')",2
"('timeout', 'issue', 'job', 're-started')",2
"('job', 'got', 'failed', 'updating')",2
"('got', 'failed', 'updating', 'audit')",2
"('space', 'issue', 'job', 're-executed')",2
"('house', 'keeping', 'progress', 'closing')",2
"('keeping', 'progress', 'closing', 'incident')",2
"('progress', 'closing', 'incident', 'low')",2
"('closing', 'incident', 'low', 'space')",2
"('incident', 'low', 'space', 'alert')",2
"('low', 'space', 'alert', 'addressed')",2
"('time', 'issue', 'job', 'cancelled')",2
"('job', 'cancelled', 'day', ""'s"")",2
"('job', 'triggering', 'brj', 're-run')",2
"('triggering', 'brj', 're-run', 'job')",2
"('named', 'piped', 'error', 're-running')",2
"('piped', 'error', 're-running', 'job')",2
"('due', 'issues', 'sleep', 'jobs')",2
"('issues', 'sleep', 'jobs', 'schedule')",2
"('sleep', 'jobs', 'schedule', 'currently')",2
"('jobs', 'schedule', 'currently', 'executed')",2
"('schedule', 'currently', 'executed', 'mannualy')",2
"('currently', 'executed', 'mannualy', 'backend')",2
"('source', 'file', 'unavailability', 'issue')",2
"('collect', 'stats', 'back', 'end')",2
"('got', 'failed', 'due', 'space')",2
"('due', 'space', 'issue', 'issue')",2
"('room', 'td', 'space', 'allocated')",2
"('td', 'space', 'allocated', 'job')",2
"('space', 'allocated', 'job', 'completed')",2
"('allocated', 'job', 'completed', 'successfully')",2
"('duplicates', 'source', 'file', '``')",2
"('source', 'file', '``', 'customer')",2
"('file', '``', 'customer', ""''"")",2
"('``', 'customer', ""''"", 'beacon')",2
"('customer', ""''"", 'beacon', 'team')",2
"(""''"", 'beacon', 'team', 'job')",2
"('beacon', 'team', 'job', 'completed')",2
"('received', 'updated', 'file', 'source')",2
"('updated', 'file', 'source', 'team')",2
"('due', 'data', 'issue', 'complex')",2
"('data', 'issue', 'complex', 'fix')",2
"('issue', 'complex', 'fix', 'immediately')",2
"('complex', 'fix', 'immediately', 'required')",2
"('fix', 'immediately', 'required', 'time')",2
"('immediately', 'required', 'time', 'address')",2
"('required', 'time', 'address', 'issue')",2
"('time', 'address', 'issue', 'job')",2
"('address', 'issue', 'job', 'part')",2
"('issue', 'job', 'part', 'initial')",2
"('job', 'part', 'initial', 'run')",2
"('part', 'initial', 'run', 'production')",2
"('run', 'tomorrow', ""'s"", 'batch')",2
"('need', 'liase', 'td', 'team')",2
"('collect', 'stats', 'manually', 'executed')",2
"('stats', 'manually', 'executed', 'stats')",2
"('manually', 'executed', 'stats', 'tdata')",2
"('source', 'file', 'available', 'liaising')",2
"('stream', 'closed', 'job', 'marked')",2
"('closed', 'job', 'marked', 'success')",2
"('crm', 'issue', 'job', 're-run')",2
"('job', 'abended', 'due', 'bw')",2
"('abended', 'due', 'bw', 'open')",2
"('due', 'bw', 'open', 'hub')",2
"('open', 'hub', 'issue', 'open')",2
"('hub', 'issue', 'open', 'hub')",2
"('issue', 'open', 'hub', 'connection')",2
"('open', 'hub', 'connection', 'reset')",2
"('hub', 'connection', 'reset', 'help')",2
"('connection', 'reset', 'help', 'source')",2
"('reset', 'help', 'source', 'team')",2
"('help', 'source', 'team', 'job')",2
"('source', 'team', 'job', 'restarted')",2
"('team', 'job', 'restarted', 'completed')",2
"('mdl', 'slowly', 'progressing', 'due')",2
"('slowly', 'progressing', 'due', 'parallel')",2
"('progressing', 'due', 'parallel', 'run')",2
"('due', 'parallel', 'run', 'daily')",2
"('parallel', 'run', 'daily', 'batches')",2
"('run', 'daily', 'batches', 'hence')",2
"('daily', 'batches', 'hence', 'mdl')",2
"('batches', 'hence', 'mdl', 'killed')",2
"('hence', 'mdl', 'killed', 'cancelled')",2
"('mdl', 'killed', 'cancelled', 'day')",2
"('failed', 'due', 'stats', 'issue')",2
"('duplicates', 'source', 'file', 'source')",2
"('due', 'link', 'failure', 'brj')",2
"('link', 'failure', 'brj', 'ran')",2
"('failure', 'brj', 'ran', 'manually')",2
"('brj', 'ran', 'manually', 'completed')",2
"('previous', 'job', 'overrunning', 'hence')",2
"('job', 'kept', 'hold', 'due')",2
"('source', 'file', 'issue', 'liainsg')",2
"('file', 'issue', 'liainsg', 'source')",2
"('issue', 'liainsg', 'source', 'team')",2
"('time', 'issue', 'job', 'rerun')",2
"('job', 'abended', 'due', 'session')",2
"('job', 'executed', 'sucessfully', 'rerun')",2
"('job', 'restarted', 'session', 'released')",2
"('restarted', 'session', 'released', 'completed')",2
"('session', 'released', 'completed', 'successfully')",2
"('failed', 'due', 'tods', 'connectivity')",2
"('due', 'tods', 'connectivity', 'issue')",2
"('issue', 'job', 'run', 'manually')",2
"('job', 'run', 'manually', 'completed')",2
"('schedueler', 'issue', 'job', 'reprocessed')",2
"('tbload', 'issue', 'released', 'lock')",2
"('issue', 'released', 'lock', 're-running')",2
"('released', 'lock', 're-running', 'job')",2
"('lock', 're-running', 'job', 'got')",2
"('due', 'data', 'base', 'connection')",2
"('tbload', 'issue', 'job', 'run')",2
"('duplicate', 'issue', 'file', 'rerun')",2
"('issue', 'file', 'rerun', 'job')",2
"('file', 'rerun', 'job', 'completed')",2
"('previous', 'jobs', 'over-running', 'hence')",2
"('jobs', 'over-running', 'hence', 'deadline')",2
"('source', 'target', 'count', 'mismatch.have')",2
"('target', 'count', 'mismatch.have', 'executed')",2
"('count', 'mismatch.have', 'executed', 'job')",2
"('failed', 'due', 'tbload', 'error.we')",2
"('due', 'tbload', 'error.we', 'dropped')",2
"('tbload', 'error.we', 'dropped', 'tbload')",2
"('error.we', 'dropped', 'tbload', 'tables')",2
"('dropped', 'tbload', 'tables', 'rexecuted')",2
"('tbload', 'tables', 'rexecuted', 'job')",2
"('tables', 'rexecuted', 'job', 'completed')",2
"('rexecuted', 'job', 'completed', 'successfully')",2
"('tods', 'server', 'job', 'restarted')",2
"('failed', 'due', 'brj', 'connectivity')",2
"('brj', 'connectivity', 'issue', 're-running')",2
"('delay', 'receiving', 'source', 'file.hence')",2
"('receiving', 'source', 'file.hence', 'failed.success')",2
"('source', 'file.hence', 'failed.success', 'rerun')",2
"('receiving', 'incident', 'first', 'time')",2
"('incident', 'first', 'time', 'asked')",2
"('first', 'time', 'asked', 'details')",2
"('time', 'asked', 'details', 'ems')",2
"('asked', 'details', 'ems', 'team')",2
"('details', 'ems', 'team', 'order')",2
"('ems', 'team', 'order', 'resolve')",2
"('team', 'order', 'resolve', 'issue')",2
"('order', 'resolve', 'issue', 'closing')",2
"('resolve', 'issue', 'closing', 'incident')",2
"('alerts', 'given', 'users', 'free')",2
"('given', 'users', 'free', 'space')",2
"('got', 'failed', 'manually', 'cleared')",2
"('failed', 'manually', 'cleared', 'queue')",2
"('queue', 'run', 'job', 'succssfully')",2
"('requested', 'ems', 'team', 'change')",2
"('ems', 'team', 'change', 'file')",2
"('team', 'change', 'file', 'count')",2
"('change', 'file', 'count', 'triggering')",2
"('file', 'count', 'triggering', 'event')",2
"('count', 'triggering', 'event', 'avoid')",2
"('triggering', 'event', 'avoid', 'warning')",2
"('event', 'avoid', 'warning', 'incidents')",2
"('avoid', 'warning', 'incidents', 'hence')",2
"('warning', 'incidents', 'hence', 'closing')",2
"('incidents', 'hence', 'closing', 'incident')",2
"('failed', 'due', 'sas', 'warnings')",2
"('due', 'sas', 'warnings', 'marked')",2
"('sas', 'warnings', 'marked', 'success')",2
"('/sas/data/work/', 'space', 'reduced', '20')",2
"('space', 'reduced', '20', 'hence')",2
"('reduced', '20', 'hence', 'closing')",2
"('20', 'hence', 'closing', 'incident')",2
"('queue', 'file', 'issue', 'resolved')",2
"('collect', 'stats', 'failed', 'done')",1
"('stats', 'failed', 'done', 'manually')",1
"('stats', 'failed', 'due', 'format')",1
"('failed', 'due', 'format', 'issue')",1
"('due', 'format', 'issue', 'manually')",1
"('format', 'issue', 'manually', 'run')",1
"('issue', 'manually', 'run', 'stats')",1
"('available', 'job', 'completed', 'file')",1
"('duplicates', 'found', 'completed', 're-run')",1
"('triggered', 'wrongly', 'due', 'isue')",1
"('wrongly', 'due', 'isue', 'job')",1
"('got', 'failed', 'due', 'low')",1
"('failed', 'due', 'low', 'disk')",1
"('due', 'low', 'disk', 'space')",1
"('low', 'disk', 'space', 'issue')",1
"('disk', 'space', 'issue', 'fixed')",1
"('space', 'issue', 'fixed', 'job')",1
"('failed', 'due', 'data', 'value')",1
"('due', 'data', 'value', 'issue')",1
"('data', 'value', 'issue', 'issue')",1
"('failed', 'due', 'login', 'timeeout')",1
"('due', 'login', 'timeeout', 'job')",1
"('login', 'timeeout', 'job', 're-started')",1
"('timeeout', 'job', 're-started', 'completed')",1
"('got', 'abended', 'due', 'existence')",1
"('abended', 'due', 'existence', 'bad')",1
"('due', 'existence', 'bad', 'character')",1
"('existence', 'bad', 'character', 'issue')",1
"('bad', 'character', 'issue', 'fixed')",1
"('character', 'issue', 'fixed', 'job')",1
"('issue', 'fixed', 'job', 'reran')",1
"('fixed', 'job', 'reran', 'completed')",1
"('scheduls', 'held', 'due', 'performance')",1
"('held', 'due', 'performance', 'issues')",1
"('due', 'performance', 'issues', 'batches')",1
"('performance', 'issues', 'batches', 'run')",1
"('issues', 'batches', 'run', 'enxt')",1
"('batches', 'run', 'enxt', 'day')",1
"('run', 'enxt', 'day', ""'s"")",1
"('enxt', 'day', ""'s"", 'load')",1
"('job', 'failed', 'trigger', 'production')",1
"('failed', 'trigger', 'production', 're-run')",1
"('trigger', 'production', 're-run', 'job')",1
"('production', 're-run', 'job', 'completed')",1
"('issues', 'job', 'failed', 'fixing')",1
"('job', 'failed', 'fixing', 'data')",1
"('failed', 'fixing', 'data', 're-running')",1
"('fixing', 'data', 're-running', 'job')",1
"('data', 're-running', 'job', 'completed')",1
"('job', 'failed', 'due', 'namepipe')",1
"('failed', 'due', 'namepipe', 'error')",1
"('due', 'namepipe', 'error', 'successful')",1
"('namepipe', 'error', 'successful', 'rerun')",1
"('running', 'long', 'time', 'usual')",1
"('long', 'time', 'usual', 'hence')",1
