N-gram,Frequency
"('sp', 'value', 'space', 'completed')",1
"('value', 'space', 'completed', 're-run')",1
"('space', 'completed', 're-run', 'removing')",1
"('completed', 're-run', 'removing', 'extra')",1
"('re-run', 'removing', 'extra', 'space')",1
"('removing', 'extra', 'space', 'manually')",1
"('error', 'lock', 'released', 'completed')",1
"('lock', 'released', 'completed', 're-run')",1
"('due', 'name', 'pipe', 'error.then')",1
"('name', 'pipe', 'error.then', 'job')",1
"('pipe', 'error.then', 'job', 're-executed')",1
"('error.then', 'job', 're-executed', 'completed')",1
"('timeout', 'issue', 'job', 'restarted')",1
"('issue', 'job', 'restarted', 'database')",1
"('job', 'restarted', 'database', 'load')",1
"('restarted', 'database', 'load', 'free')",1
"('database', 'load', 'free', 'got')",1
"('source', 'database', 'connection', 'time')",1
"('database', 'connection', 'time', 'cancelling')",1
"('connection', 'time', 'cancelling', 'batch')",1
"('time', 'cancelling', 'batch', 'day')",1
"('self', 'lock', 'script', 'execueted')",1
"('due', 'row', 'count', 'file')",1
"('row', 'count', 'file', 'issue')",1
"('count', 'file', 'issue', 'file')",1
"('file', 'issue', 'file', 'moved')",1
"('issue', 'file', 'moved', 'arrival')",1
"('file', 'moved', 'arrival', 'area')",1
"('moved', 'arrival', 'area', 'job')",1
"('arrival', 'area', 'job', 'successful')",1
"('job', 'completeled', 'successfully', 'rerun')",1
"('job', 'completed', 'successfully', 'changing')",1
"('completed', 'successfully', 'changing', 'sp')",1
"('successfully', 'changing', 'sp', 'value')",1
"('table', 'locked', 'released', 'loack')",1
"('locked', 'released', 'loack', 'moved')",1
"('released', 'loack', 'moved', 'row')",1
"('loack', 'moved', 'row', 'count')",1
"('count', 'file', 'arrival', 'run')",1
"('file', 'arrival', 'run', 'successful')",1
"('table', 'locked', 'released', 'load')",1
"('locked', 'released', 'load', 'completed')",1
"('released', 'load', 'completed', 're-run')",1
"('called', 'support', 'team', 'closing')",1
"('support', 'team', 'closing', 'incident')",1
"('team', 'closing', 'incident', 'duplicate')",1
"('closing', 'incident', 'duplicate', 'incident')",1
"('schedule', 'hold', 'due', 'performance')",1
"('hold', 'due', 'performance', 'issues')",1
"('due', 'performance', 'issues', 'run')",1
"('performance', 'issues', 'run', 'next')",1
"('issues', 'run', 'next', 'day')",1
"('job', 'failed', 'due', 'count')",1
"('failed', 'due', 'count', 'validity.the')",1
"('due', 'count', 'validity.the', 'job')",1
"('count', 'validity.the', 'job', 're-reran')",1
"('validity.the', 'job', 're-reran', 'con')",1
"('job', 're-reran', 'con', 'sulting')",1
"('re-reran', 'con', 'sulting', 'hadoop')",1
"('con', 'sulting', 'hadoop', 'team.the')",1
"('sulting', 'hadoop', 'team.the', 'job')",1
"('hadoop', 'team.the', 'job', 'completed')",1
"('team.the', 'job', 'completed', 'successfull')",1
"('job', 'failed', 'due', 'bad')",1
"('due', 'bad', 'character', 'udated')",1
"('bad', 'character', 'udated', 'completed')",1
"('character', 'udated', 'completed', 'successfully')",1
"('job', 're-run', 'changing', 'substitution')",1
"('re-run', 'changing', 'substitution', 'parameter')",1
"('runon', 'sundays.it', 'executed', 'manually')",1
"('sundays.it', 'executed', 'manually', 'due')",1
"('executed', 'manually', 'due', 'availability')",1
"('manually', 'due', 'availability', 'files')",1
"('due', 'availability', 'files', 'batch')",1
"('availability', 'files', 'batch', 'bandwidth')",1
"('tanle', 'locked', 'released', 'lock')",1
"('moved', 'row', 'count', 'archieval')",1
"('row', 'count', 'archieval', 'arrival')",1
"('issue', 'data', 'extraction', 'liasing')",1
"('data', 'extraction', 'liasing', 'source')",1
"('re-run', 'abend', 'closing', 'th')",1
"('abend', 'closing', 'th', 'incident')",1
"('stream', 'stop', 'job', 'manually')",1
"('stop', 'job', 'manually', 'closed')",1
"('job', 'manually', 'closed', 'confirmed')",1
"('manually', 'closed', 'confirmed', 'success')",1
"('closed', 'confirmed', 'success', 'brj')",1
"('confirmed', 'success', 'brj', 'permanent')",1
"('success', 'brj', 'permanent', 'fix')",1
"('brj', 'permanent', 'fix', 'planned')",1
"('permanent', 'fix', 'planned', 'activity')",1
"('fix', 'planned', 'activity', 'carried')",1
"('planned', 'activity', 'carried', 'csi')",1
"('activity', 'carried', 'csi', 'task')",1
"('carried', 'csi', 'task', 'csitask00001054')",1
"('job', 'executing', 'long', 'time')",1
"('executing', 'long', 'time', 'killed')",1
"('long', 'time', 'killed', 'job')",1
"('time', 'killed', 'job', 'manually')",1
"('killed', 'job', 'manually', 'confirmed')",1
"('job', 'manually', 'confirmed', 'success')",1
"('self', 'lock', 'occurred', 'run')",1
"('lock', 'occurred', 'run', 'job')",1
"('occurred', 'run', 'job', 'script')",1
"('table', 'locked', 'completed', 're-run')",1
"('job', 'abended', 'table', 'undergoing')",1
"('abended', 'table', 'undergoing', 'lock')",1
"('table', 'undergoing', 'lock', 'td')",1
"('undergoing', 'lock', 'td', 'database')",1
"('lock', 'td', 'database', 'cancelled')",1
"('td', 'database', 'cancelled', 'batch')",1
"('database', 'cancelled', 'batch', 'day')",1
"('job', 'restarted', 'time', 'td')",1
"('restarted', 'time', 'td', 'box')",1
"('time', 'td', 'box', 'load')",1
"('td', 'box', 'load', 'free')",1
"('box', 'load', 'free', 'got')",1
"('thsi', 'schedule', 'hold', 'since')",1
"('schedule', 'hold', 'since', 'source')",1
"('hold', 'since', 'source', 'switchedoff')",1
"('since', 'source', 'switchedoff', 'past')",1
"('source', 'switchedoff', 'past', 'two')",1
"('switchedoff', 'past', 'two', 'days')",1
"('past', 'two', 'days', 'scheduled')",1
"('two', 'days', 'scheduled', 'released')",1
"('days', 'scheduled', 'released', 'today')",1
"('issue', 'job', 'release', 'issue')",1
"('job', 'release', 'issue', 'fixed')",1
"('login-timeout', 'error', 'job', 're-run')",1
"('error', 'job', 're-run', 'successfully')",1
"('job', 'failed', 'due', 'source')",1
"('failed', 'due', 'source', 'server')",1
"('due', 'source', 'server', 'unavailability')",1
"('source', 'server', 'unavailability', 'completed')",1
"('server', 'unavailability', 'completed', 'time')",1
"('job', 'abended', 'duplicate', 'issue')",1
"('abended', 'duplicate', 'issue', 'issue')",1
"('failed', 'due', 'duplicates', 'delated')",1
"('due', 'duplicates', 'delated', 'duplicates')",1
"('duplicates', 'delated', 'duplicates', 're-run')",1
"('delated', 'duplicates', 're-run', 'successful')",1
"('failed', 'moving', 'file', 'completed')",1
"('moving', 'file', 'completed', 're-run')",1
"('table', 'loacked', 'released', 'load')",1
"('loacked', 'released', 'load', 'moved')",1
"('released', 'load', 'moved', 'row')",1
"('load', 'moved', 'row', 'count')",1
"('file', 'archieve', 'arrival', 'area')",1
"('job', 'abended', 'duee', 'duplicate')",1
"('abended', 'duee', 'duplicate', 'data')",1
"('duee', 'duplicate', 'data', 'issue')",1
"('data', 'issue', 'issue', 'fixeed')",1
"('issue', 'issue', 'fixeed', 'job')",1
"('issue', 'fixeed', 'job', 'restarted')",1
"('fixeed', 'job', 'restarted', 'completeed')",1
"('job', 'restarted', 'completeed', 'successfully')",1
"('job', 'successful', 're-running', 'job')",1
"('source', 'file', 'issue', 'updated')",1
"('file', 'issue', 'updated', 'file')",1
"('issue', 'updated', 'file', 'job')",1
"('updated', 'file', 'job', 'completed')",1
"('instance', 'still', 'active', 'updated')",1
"('still', 'active', 'updated', 'process')",1
"('active', 'updated', 'process', 'state')",1
"('updated', 'process', 'state', 'job')",1
"('process', 'state', 'job', 'manually')",1
"('state', 'job', 'manually', 'reran')",1
"('job', 'manually', 'reran', 'job')",1
"('manually', 'reran', 'job', 'close')",1
"('reran', 'job', 'close', 'stream')",1
"('job', 'close', 'stream', 'got')",1
"('close', 'stream', 'got', 'completed')",1
"('failed', 'due', 'dupliacates', 'deleted')",1
"('due', 'dupliacates', 'deleted', 'dupliactes')",1
"('dupliacates', 'deleted', 'dupliactes', 'completed')",1
"('deleted', 'dupliactes', 'completed', 're-run')",1
"('duplicate', 'issue.deleted', 'duplicates', 'completed')",1
"('issue.deleted', 'duplicates', 'completed', 're-run')",1
"('source', 'file', 'issue', 'completed')",1
"('file', 'issue', 'completed', 're-run')",1
"('job', 'triggered', 'thus', 'killed')",1
"('triggered', 'thus', 'killed', 'manually')",1
"('issue', 'fixed', 'job', 'marked')",1
"('fixed', 'job', 'marked', 'success')",1
"('duplicates', 'source', 'job', 're-run')",1
"('source', 'job', 're-run', 'removed')",1
"('job', 'failed', 'due', 'error')",1
"('failed', 'due', 'error', 'collect')",1
"('due', 'error', 'collect', 'ststs')",1
"('error', 'collect', 'ststs', 'manually')",1
"('collect', 'ststs', 'manually', 'collected')",1
"('ststs', 'manually', 'collected', 'stats')",1
"('rfc', 'communication', 'failure.completed', 're-run')",1
"('login', 'timeout', 'job', 'completed')",1
"('timeout', 'job', 'completed', 're-run')",1
"('due', 'duplicates', 're-run', 'successfully')",1
"('file', 'completed', 're-run', 'file')",1
"('completed', 're-run', 'file', 'made')",1
"('re-run', 'file', 'made', 'available')",1
"('failed', 'due', 'duplicates', 'duplicates')",1
"('due', 'duplicates', 'duplicates', 'delated')",1
"('duplicates', 'duplicates', 'delated', 'completed')",1
"('duplicates', 'delated', 'completed', 're-run')",1
"('file', 'unavailbility', 'issue', 'resolved')",1
"('unavailbility', 'issue', 'resolved', 'job')",1
"('issue', 'resolved', 'job', 'marked')",1
"('resolved', 'job', 'marked', 'success')",1
"('job', 'executed', 'manually', 'console')",1
"('executed', 'manually', 'console', 'completed')",1
"('manually', 'console', 'completed', 'successfully')",1
"('deleted', 'duplicates', 'job', 'completed')",1
"('duplicates', 'job', 'completed', 're-run')",1
"('ran', 'delay', 'completed', 'successfully')",1
"('duplicate', 'issue.deleted', 'duplciates', 'completed')",1
"('issue.deleted', 'duplciates', 'completed', 're-run')",1
"('job', 'failed', 'updating', 'query.we')",1
"('failed', 'updating', 'query.we', 'updated')",1
"('updating', 'query.we', 'updated', 'query')",1
"('query.we', 'updated', 'query', 'manually')",1
"('updated', 'query', 'manually', 're-executed')",1
"('query', 'manually', 're-executed', 'job')",1
"('manually', 're-executed', 'job', 'completed')",1
"('due', 'spool', 'space', 'issue.we')",1
"('spool', 'space', 'issue.we', 're-ran')",1
"('space', 'issue.we', 're-ran', 'job')",1
"('issue.we', 're-ran', 'job', 'clearing')",1
"('re-ran', 'job', 'clearing', 'temp')",1
"('job', 'clearing', 'temp', 'db')",1
"('clearing', 'temp', 'db', 'space')",1
"('temp', 'db', 'space', 'completed')",1
"('db', 'space', 'completed', 'successfully')",1
"('issue', 'fixed', 'job', 'got')",1
"('fixed', 'job', 'got', 'completed')",1
"('job', 'got', 'completed', 're-run')",1
"('data', 'issue', 'job', 'failed')",1
"('issue', 'job', 'failed', 'fixing')",1
"('job', 'failed', 'fixing', 'incorrect')",1
"('failed', 'fixing', 'incorrect', 'data')",1
"('fixing', 'incorrect', 'data', 'fixed')",1
"('incorrect', 'data', 'fixed', 'issue')",1
"('data', 'fixed', 'issue', 're-executed')",1
"('fixed', 'issue', 're-executed', 'job')",1
"('collect', 'stats', 'failed', 'skipped')",1
"('stats', 'failed', 'skipped', 'continued')",1
"('self-locked', 'completed', 'running', 'query')",1
"('closed', 'previous', 'day', 'batch')",1
"('previous', 'day', 'batch', 'rerun')",1
"('day', 'batch', 'rerun', 'job')",1
"('batch', 'rerun', 'job', 'completed')",1
"('due', 'duplicates', 're-run', 'completed')",1
"('duplicates', 're-run', 'completed', 'successfully')",1
"('unique', 'constraint', 'violated', 'job')",1
"('constraint', 'violated', 'job', 'completed')",1
"('violated', 'job', 'completed', 'removing')",1
"('job', 'completed', 'removing', 'duplicates')",1
"('got', 'failed', 'due', 'dauplicate')",1
"('failed', 'due', 'dauplicate', 'issue')",1
"('due', 'dauplicate', 'issue', 'issue')",1
"('dauplicate', 'issue', 'issue', 'fixed')",1
"('dead', 'lock', 're-run', 'successful')",1
"('job', 'failed', 'script', 'contains')",1
"('failed', 'script', 'contains', 'unwanted')",1
"('script', 'contains', 'unwanted', 'stats')",1
"('contains', 'unwanted', 'stats', 'definition')",1
"('unwanted', 'stats', 'definition', 'closing')",1
"('stats', 'definition', 'closing', 'incident')",1
"('definition', 'closing', 'incident', 'main')",1
"('closing', 'incident', 'main', 'steps')",1
"('incident', 'main', 'steps', 'completed')",1
"('stats', 'issue', 'ignored', 'step')",1
"('issue', 'ignored', 'step', 'job')",1
"('ignored', 'step', 'job', 'completed')",1
"('step', 'job', 'completed', 'successfully')",1
"('stream', 'instance', 'active', 'stream')",1
"('instance', 'active', 'stream', 'closed')",1
"('closed', 'manually', 'job', 'confirmed')",1
"('manually', 'job', 'confirmed', 'success')",1
"('reun', 'job', 'executed', 'successfully')",1
"('job', 'completed', 'successfully', 'backend')",1
"('issue', 'planned', 'actvitiy', 'please')",1
"('planned', 'actvitiy', 'please', 'dont')",1
"('actvitiy', 'please', 'dont', 'raise')",1
"('please', 'dont', 'raise', 'incident')",1
"('dont', 'raise', 'incident', 'planned')",1
"('raise', 'incident', 'planned', 'activity')",1
"('incident', 'planned', 'activity', 'application')",1
"('planned', 'activity', 'application', 'side')",1
"('job', 'warranty', 'support', 'completed')",1
"('warranty', 'support', 'completed', 'rerun')",1
"('dead', 'lock', 'occured', 'killed')",1
"('killed', 'job', 'executed', 'scripts')",1
"('source', 'file', 'available', 'reran')",1
"('file', 'available', 'reran', 'job')",1
"('available', 'reran', 'job', 'source')",1
"('reran', 'job', 'source', 'file')",1
"('job', 'source', 'file', 'arrived')",1
"('re-run', 'successful', 'data', 'fix')",1
"('tbload', 'error', 'job', 'completed')",1
"('error', 'job', 'completed', 'releasing')",1
"('source', 'database', 'connection', 'issue')",1
"('database', 'connection', 'issue', 'issue')",1
"('connection', 'issue', 'issue', 'ffixed')",1
"('issue', 'issue', 'ffixed', 'job')",1
"('issue', 'ffixed', 'job', 'restarted')",1
"('ffixed', 'job', 'restarted', 'completed')",1
"('issue', 'job', 're-executed', 'compelted')",1
"('job', 'long', 'running', 'state')",1
"('long', 'running', 'state', ""'s"")",1
"('running', 'state', ""'s"", 'performance')",1
"('state', ""'s"", 'performance', 'little')",1
"(""'s"", 'performance', 'little', 'slow')",1
"('performance', 'little', 'slow', 'due')",1
"('little', 'slow', 'due', 'availability')",1
"('slow', 'due', 'availability', 'large')",1
"('due', 'availability', 'large', 'users')",1
"('availability', 'large', 'users', 'td')",1
"('large', 'users', 'td', 'box')",1
"('users', 'td', 'box', 'job')",1
"('td', 'box', 'job', 'killed')",1
"('box', 'job', 'killed', 'backlog')",1
"('job', 'killed', 'backlog', 'covered')",1
"('killed', 'backlog', 'covered', 'next')",1
"('job', 'held', 'source', 'extraction')",1
"('held', 'source', 'extraction', 'complete')",1
"('rfc', 'connection', 'issue', 'completed')",1
"('connection', 'issue', 'completed', 're-run')",1
"('self-lock', 'job', 'completed', 're-run')",1
"('source', 'team', 'job', 'success')",1
"('team', 'job', 'success', 'received')",1
"('job', 'success', 'received', 'files')",1
"('collect', 'stats', 'job', 'failed')",1
"('stats', 'job', 'failed', 'skipped')",1
"('job', 'failed', 'skipped', 'continued')",1
"('reran', 'job', 'job', 'completed')",1
"('job', 'job', 'completed', 'hence')",1
"('job', 'completed', 'hence', 'closing')",1
"('duplicate', 'issue', ""'s"", 'staging')",1
"('issue', ""'s"", 'staging', 'table')",1
"(""'s"", 'staging', 'table', 'removed')",1
"('staging', 'table', 'removed', 'record')",1
"('table', 'removed', 'record', 'job')",1
"('removed', 'record', 'job', 'completed')",1
"('record', 'job', 'completed', 'successfully')",1
"('database', 'unavailability.it', 'completed', 'successful')",1
"('unavailability.it', 'completed', 'successful', 'time')",1
"('tdata', 'session', 'blocked', 'checked')",1
"('session', 'blocked', 'checked', 'dba')",1
"('blocked', 'checked', 'dba', 'completed')",1
"('checked', 'dba', 'completed', 're-run')",1
"('date', 'format', 'issue', 'updated')",1
"('format', 'issue', 'updated', 'records')",1
"('issue', 'updated', 'records', 'completed')",1
"('updated', 'records', 'completed', 're-run')",1
"('job', 'killed', 'dba', 'blocking')",1
"('killed', 'dba', 'blocking', 'queries.the')",1
"('dba', 'blocking', 'queries.the', 'back')",1
"('blocking', 'queries.the', 'back', 'run')",1
"('queries.the', 'back', 'run', 'today')",1
"('job', 'schedule', 'didnt', 'run')",1
"('schedule', 'didnt', 'run', 'days')",1
"('didnt', 'run', 'days', 'since')",1
"('run', 'days', 'since', 'long')",1
"('days', 'since', 'long', 'running')",1
"('since', 'long', 'running', 'job')",1
"('long', 'running', 'job', 'huge')",1
"('running', 'job', 'huge', 'data')",1
"('job', 'huge', 'data', 'volume')",1
"('huge', 'data', 'volume', 'need')",1
"('data', 'volume', 'need', 'processed')",1
"('volume', 'need', 'processed', 'hence')",1
"('need', 'processed', 'hence', 'shcdule')",1
"('processed', 'hence', 'shcdule', 'held')",1
"('self', 'lock', 'executed', 'script')",1
"('named', 'pipe', 'error', 'cpmp')",1
"('pipe', 'error', 'cpmp', 'leted')",1
"('error', 'cpmp', 'leted', 're-run')",1
"('tods', 'issue', 'issue', 'fixed')",1
"('time', 'got', 'hanged', 'hence')",1
"('got', 'hanged', 'hence', 'job')",1
"('hanged', 'hence', 'job', 'killed')",1
"('hence', 'job', 'killed', 'cancelled')",1
"('contacted', 'source', 'team', 'rerun')",1
"('source', 'team', 'rerun', 'updated')",1
"('team', 'rerun', 'updated', 'file')",1
"('rerun', 'updated', 'file', 'available')",1
"('job', 'failed', 'due', 'communication')",1
"('failed', 'due', 'communication', 'error')",1
"('due', 'communication', 'error', 'error')",1
"('communication', 'error', 'error', 'fixed')",1
"('error', 'error', 'fixed', 'job')",1
"('error', 'fixed', 'job', 'restarted')",1
"('failed', 'due', 'invalid', 'timestam.the')",1
"('due', 'invalid', 'timestam.the', 'correct')",1
"('invalid', 'timestam.the', 'correct', 'time')",1
"('timestam.the', 'correct', 'time', 'stamp')",1
"('correct', 'time', 'stamp', 'updated')",1
"('time', 'stamp', 'updated', 're-ran')",1
"('stamp', 'updated', 're-ran', 'job.the')",1
"('updated', 're-ran', 'job.the', 'job')",1
"('re-ran', 'job.the', 'job', 'completed')",1
"('job.the', 'job', 'completed', 'successfully')",1
"('self', 'lock', 'occured', 'killed')",1
"('killed', 'job', 'executed', 'job')",1
"('job', 'executed', 'job', 'scripts')",1
"('failed', 'due', 'tdata', 'upgrade')",1
"('due', 'tdata', 'upgrade', '.the')",1
"('tdata', 'upgrade', '.the', 'job')",1
"('upgrade', '.the', 'job', 'executed')",1
"('.the', 'job', 'executed', 'succesfully')",1
"('job', 'executed', 'succesfully', 'resolving')",1
"('executed', 'succesfully', 'resolving', 'issue')",1
"('issue', 'file.source', 'team', 'corrected')",1
"('file.source', 'team', 'corrected', 'sent')",1
"('failed', 'event', 'created', 'adhoc')",1
"('event', 'created', 'adhoc', 'job')",1
"('created', 'adhoc', 'job', 'got')",1
"('adhoc', 'job', 'got', 'completed')",1
"('self', 'lock', 'occured', 'running')",1
"('lock', 'occured', 'running', 'script')",1
"('occured', 'running', 'script', 'job')",1
"('running', 'script', 'job', 'completed')",1
"('script', 'job', 'completed', 'successfully')",1
"('environment', 'issue', 'job', 'cancelled')",1
"('source', 'file', 'available', 'manually')",1
"('file', 'available', 'manually', 'moved')",1
"('available', 'manually', 'moved', 'files')",1
"('manually', 'moved', 'files', 'received')",1
"('moved', 'files', 'received', 'confirmed')",1
"('files', 'received', 'confirmed', 'job')",1
"('received', 'confirmed', 'job', 'success')",1
"('slef', 'lock', 'script', 'executed')",1
"('tbload', 'issue', 'released', 'ran')",1
"('issue', 'released', 'ran', 'successfully')",1
"('job', 'restarted', 'completed', 'successfullly')",1
"('failed', 'due', 'get', 'file')",1
"('due', 'get', 'file', 'attribute')",1
"('get', 'file', 'attribute', 'issue')",1
"('edw', 'stream', 'start', 'job')",1
"('stream', 'start', 'job', 'manually')",1
"('start', 'job', 'manually', 'executed')",1
"('job', 'killed', 'running', 'long')",1
"('killed', 'running', 'long', 'time')",1
"('source', 'file', 'issue', 'duplicates')",1
"('file', 'issue', 'duplicates', 'available')",1
"('issue', 'duplicates', 'available', 'file')",1
"('duplicates', 'available', 'file', 'contacted')",1
"('available', 'file', 'contacted', 'source')",1
"('contacted', 'source', 'team', 'raising')",1
"('source', 'team', 'raising', 'incident')",1
"('team', 'raising', 'incident', 'source')",1
"('raising', 'incident', 'source', 'team')",1
"('incident', 'source', 'team', 'corrected')",1
"('corrected', 'file', 'job', 'completed')",1
"('file', 'available', 'rerun', 'success')",1
"('available', 'rerun', 'success', 'received')",1
"('rerun', 'success', 'received', 'updated')",1
"('success', 'received', 'updated', 'file')",1
"('re-run', 'successful', 'back', 'end')",1
"('job', 'failed', 'due', 'lock')",1
"('due', 'lock', 'issue', 'got')",1
"('lock', 'issue', 'got', 'successful')",1
"('issue', 'got', 'successful', 're-run')",1
"('named', 'pipe', 'error', 'job')",1
"('pipe', 'error', 'job', 'failed')",1
"('error', 'job', 'failed', 're-run')",1
"('job', 'killed', 'reran', 'next')",1
"('killed', 'reran', 'next', 'schedule')",1
"('got', 'faield', 'due', 'duplicate')",1
"('faield', 'due', 'duplicate', 'issue')",1
"('updated', 'invalid', 'date', 'values')",1
"('invalid', 'date', 'values', 'run')",1
"('date', 'values', 'run', 'success')",1
"('source', 'file', 'issue.job', 'completed')",1
"('file', 'issue.job', 'completed', 'successfully')",1
"('issue.job', 'completed', 'successfully', 'receving')",1
"('completed', 'successfully', 'receving', 'source')",1
"('successfully', 'receving', 'source', 'file')",1
"('batch', 'id', 'null', 'completed')",1
"('id', 'null', 'completed', 'changing')",1
"('null', 'completed', 'changing', 'batch')",1
"('completed', 'changing', 'batch', 'id')",1
"('failed', 'due', 'null', 'values.the')",1
"('due', 'null', 'values.the', 'invalid')",1
"('null', 'values.the', 'invalid', 'record')",1
"('values.the', 'invalid', 'record', 'deleted')",1
"('invalid', 'record', 'deleted', 're-executed')",1
"('record', 'deleted', 're-executed', 'job.the')",1
"('deleted', 're-executed', 'job.the', 'job')",1
"('re-executed', 'job.the', 'job', 'completed')",1
"('job.the', 'job', 'completed', 'completed')",1
"('job', 'completed', 'completed', 'successfully')",1
"('releasing', 'tbload', 'job', 'completed')",1
"('job', 'held', 'since', 'backlogs')",1
"('held', 'since', 'backlogs', 'due')",1
"('since', 'backlogs', 'due', 'source')",1
"('backlogs', 'due', 'source', 'file')",1
"('due', 'source', 'file', 'issues')",1
"('job', 'failed', 'due', 'brj')",1
"('failed', 'due', 'brj', 'enviroment')",1
"('due', 'brj', 'enviroment', 'issue')",1
"('brj', 'enviroment', 'issue', 'closing')",1
"('enviroment', 'issue', 'closing', 'incident')",1
"('issue', 'closing', 'incident', 'brj')",1
"('closing', 'incident', 'brj', 'issue')",1
"('incident', 'brj', 'issue', 'resolved')",1
"('job', 'failed', 'due', 'data')",1
"('unavailability', 'job', 're-started', 'issue')",1
"('killed', 'got', 'hanged', 'middle')",1
"('got', 'hanged', 'middle', 'cancelling')",1
"('hanged', 'middle', 'cancelling', 'batch')",1
"('middle', 'cancelling', 'batch', 'day')",1
"('cancelling', 'batch', 'day', ""'s"")",1
"('job', 're-excecuted', 'completed', 'successfully')",1
"('closed', 'rerun', 'job', 'executed')",1
"('fixed', 'job', 'restarted', 'completed.succesfully')",1
"('due', 'name', 'pipe', 'issue')",1
"('name', 'pipe', 'issue', 'job')",1
"('pipe', 'issue', 'job', 're-started')",1
"('issue', 'fixed', 'job', 're-ran')",1
"('fixed', 'job', 're-ran', 'completed')",1
"('entries', 'source', 'file', 'deleted')",1
"('source', 'file', 'deleted', 'records')",1
"('file', 'deleted', 'records', 'job')",1
"('job', 'run', 'successfully', 'rerun')",1
"('manually', 'killed', 'job', 'due')",1
"('killed', 'job', 'due', 'log')",1
"('job', 'due', 'log', 'running')",1
"('received', 'source', 'file', 'processing')",1
"('source', 'file', 'processing', 'thus')",1
"('file', 'processing', 'thus', 'schedule')",1
"('processing', 'thus', 'schedule', 'hold')",1
"('thus', 'schedule', 'hold', 'releasing')",1
"('schedule', 'hold', 'releasing', 'schedule')",1
"('hold', 'releasing', 'schedule', 'based')",1
"('releasing', 'schedule', 'based', 'file')",1
"('schedule', 'based', 'file', 'availability')",1
"('failed', 'due', 'source', 'extraction')",1
"('due', 'source', 'extraction', 'issue')",1
"('source', 'extraction', 'issue', 'hence')",1
"('extraction', 'issue', 'hence', 'batch')",1
"('issue', 'hence', 'batch', 'cancelled')",1
"('file', 'issue', 'rerun', 'success')",1
"('issue', 'rerun', 'success', 'receiving')",1
"('rerun', 'success', 'receiving', 'updated')",1
"('success', 'receiving', 'updated', 'file')",1
"('job', 'abended', 'source', 'database')",1
"('abended', 'source', 'database', 'conneection')",1
"('source', 'database', 'conneection', 'lost')",1
"('database', 'conneection', 'lost', 'batch')",1
"('conneection', 'lost', 'batch', 'cancelled')",1
"('lost', 'batch', 'cancelled', 'day')",1
"('job', 'successfully', 'executed', 're-run')",1
"('source', 'file', 'available', 'source')",1
"('file', 'available', 'source', 'path')",1
"('available', 'source', 'path', 'extraction')",1
"('source', 'path', 'extraction', 'requested')",1
"('path', 'extraction', 'requested', 'source')",1
"('extraction', 'requested', 'source', 'team')",1
"('got', 'falied', 'due', 'communication')",1
"('falied', 'due', 'communication', 'link')",1
"('due', 'communication', 'link', 'failure')",1
"('communication', 'link', 'failure', 'issue')",1
"('link', 'failure', 'issue', 'fixed')",1
"('source', 'team', 'looking', 'root')",1
"('team', 'looking', 'root', 'issue')",1
"('late', 'assignement', 'queue', 'rerun')",1
"('assignement', 'queue', 'rerun', 'job')",1
"('queue', 'rerun', 'job', 'completed')",1
"('abended', 'due', 'brj', 'issue')",1
"('monthly', 'schedule', 'release', 'schedule')",1
"('schedule', 'release', 'schedule', 'whenever')",1
"('release', 'schedule', 'whenever', 'needed')",1
"('rerun', 'job', 'completed', 'data')",1
"('job', 'completed', 'data', 'fix')",1
"('time', 'got', 'hanged', 'job')",1
"('got', 'hanged', 'job', 'aborted')",1
"('hanged', 'job', 'aborted', 'cancelled')",1
"('job', 'aborted', 'cancelled', 'day')",1
"('blocking', 'etq', 'jobs', 'killed')",1
"('etq', 'jobs', 'killed', 'job')",1
"('jobs', 'killed', 'job', 'collect')",1
"('killed', 'job', 'collect', 'stats')",1
"('job', 'collect', 'stats', 'executed')",1
"('collect', 'stats', 'executed', 'collect')",1
"('stats', 'executed', 'collect', 'stats')",1
"('executed', 'collect', 'stats', 'manually')",1
"('failed', 'process', 'state', 'one')",1
"('process', 'state', 'one', 'job')",1
"('state', 'one', 'job', 'batch')",1
"('one', 'job', 'batch', 'closed')",1
"('job', 'batch', 'closed', 'correctly')",1
"('batch', 'closed', 'correctly', 'due')",1
"('closed', 'correctly', 'due', 'stream')",1
"('correctly', 'due', 'stream', 'active')",1
"('due', 'stream', 'active', 'manually')",1
"('stream', 'active', 'manually', 'closed')",1
"('active', 'manually', 'closed', 'process')",1
"('manually', 'closed', 'process', 'restarted')",1
"('closed', 'process', 'restarted', 'job')",1
"('process', 'restarted', 'job', 'got')",1
"('failed', 'move', 'file', 'archieve')",1
"('move', 'file', 'archieve', 'area')",1
"('file', 'archieve', 'area', 'manually')",1
"('archieve', 'area', 'manually', 'moved')",1
"('area', 'manually', 'moved', 'file')",1
"('occurred', 'completed', 'job', 'script')",1
"('table', 'data', 'load', 'chnage')",1
"('error', 'released', 'tbload', 'manually')",1
"('released', 'tbload', 'manually', 'triggered')",1
"('tbload', 'manually', 'triggered', 'job')",1
"('manually', 'triggered', 'job', 'successful')",1
"('triggered', 'job', 'successful', 're-run')",1
"('job', 'runnng', 'long', 'time')",1
"('runnng', 'long', 'time', 'thus')",1
"('long', 'time', 'thus', 'killed')",1
"('time', 'thus', 'killed', 'job')",1
"('thus', 'killed', 'job', 'confirmed')",1
